ID,Title,Keywords,Article type,Issue type,Volume,Issue,Authors,Author institutions,Author cities,Author countries,Jucs level 1 topics,Jucs level 2 topics,Jucs level 3 topics
018-06-0857,Countermeasures to Prevent Misbehaviour in VANETs,"['VANETs', 'cooperation', 'self-management', 'security', 'misbehaviour', 'ITS']",Research Article,special,18.0,6.0,"['Jezabel Molina-Gil', 'Pino Caballero-Gil', 'Cándido Caballero-Gil']","['University of La Laguna', 'University of La Laguna', 'University of La Laguna']","['Tenerife', 'Tenerife', 'Tenerife']","['Spain', 'Spain', 'Spain']",['computer systems organization'],['computer-communication networks'],"['network operations', 'general', 'network architecture and design', 'network protocols', 'distributed systems']"
018-06-0874,Adaptive Group Key Management Protocol for Wireless Communications,"['confidentiality', 'key management', 'group communication', 'mobility']",Research Article,special,18.0,6.0,"['Saïd Gharout', 'Abdelmadjid Bouabdallah', 'Yacine Challal', 'Mohammed Achemlal']","['Orange Labs - France Telecom', 'University of Technology of Compiègne', 'University of Technology of Compiègne', 'Orange Labs - France Telecom']","['Caen', 'Compiègne', 'Compiègne', 'Caen']","['France', 'France', 'France', 'France']",['computer systems organization'],['computer-communication networks'],['general']
018-07-0899,Adaptive Methodologies and Designs for Network-on-Chip based Systems,[],Editorial,special,18.0,7.0,"['Nadia Nedjah', 'Luiza de Macedo Mourelle']","['State University of Rio de Janeiro', 'State University of Rio de Janeiro']","['Rio de Janeiro', 'Rio de Janeiro']","['Brazil', 'Brazil']",[],[],[]
018-07-0901,Mapping and Scheduling in Heterogeneous NoC through Population-Based Incremental Learning,"['multiprocessor-system-on-chip (MPSoC)', 'network-on-chip (NoC)', 'population-based incremental learning (PBIL)', 'computer-aided design (CAD)']",Research Article,special,18.0,7.0,"['Freddy Bolanos', 'Jose Edison Aedo', 'Fredy Rivera', 'Nader Bagherzadeh']","['Universidad Nacional de Colombia', 'Universidad de Antioquia', 'Universidad de Antioquia', 'University of California, Irvine']","['Medellin', 'Medellin', 'Medellin', 'Irvine']","['Colombia', 'Colombia', 'Colombia', 'USA']","['computer applications', 'computer systems organization', 'computing methodologies']","['processor architectures', 'computer-aided engineering', 'artificial intelligence']","['multiple data stream architectures (multiprocessors)', 'learning']"
018-07-0917,ACO-based Algorithms for Search and Optimization of Routes in NoC Platform,"['network-on-chip', 'packet routing', 'ant colony optimization']",Research Article,special,18.0,7.0,"['Luneque Silva Junior', 'Nadia Nedjah', 'Luiza de Macedo Mourelle']","['State University of Rio de Janeiro', 'State University of Rio de Janeiro', 'State University of Rio de Janeiro']","['Rio de Janeiro', 'Rio de Janeiro', 'Rio de Janeiro']","['Brazil', 'Brazil', 'Brazil']","['hardware', 'computing methodologies']","['input/output and data communications', 'artificial intelligence', 'simulation and modeling']","['interconnections (subsystems)', 'problem solving, control methods, and search', 'applications']"
018-07-0937,Designing Robust Routing Algorithms and Mapping Cores in Networks-on-Chip: A Multi-objective Evolutionary-based Approach,"['networks-on-chip', 'topological mapping', 'multi-objective optimization', 'routing algorithm', 'genetic algorithm', 'fault-tolerance', 'performance analysis']",Research Article,special,18.0,7.0,"['Maurizio Palesi', 'Rafael Tornero', 'Juan Manuel Orduñna', 'Vincenzo Catania', 'Daniela Panno']","['Kore University', 'Universidad de Valencia', 'Universidad de Valencia', 'University of Catania', 'University of Catania']","['Enna', 'Valencia', 'Valencia', 'Catania', 'Catania']","['Italy', 'Spain', 'Spain', 'Italy', 'Italy']","['computer applications', 'hardware']","['computer-aided engineering', 'input/output and data communications']",['interconnections (subsystems)']
018-08-0970,Understanding Online Social Networking Services,[],Editorial,special,18.0,8.0,"['Jason J. Jung', 'Przemysław Kazienko']","['Yeungnam University', 'Wrocław University of Technology']","['Gyeongsan', 'Wrocław']","['Korea', 'Poland']",[],[],[]
018-08-0973,Discovering Consumer Insight from Twitter via Sentiment Analysis,"['micro-blog', 'sentiment analysis', 'natural language processing', 'information extraction', 'information visualization']",Research Article,special,18.0,8.0,"['Wilas Chamlertwat', 'Pattarasinee Bhattarakosol', 'Tippakorn Rungkasiri', 'Choochart Haruechaiyasak']","['Chulalongkorn University', 'Chulalongkorn University', 'Chulalongkorn University', 'National Electronics and Computer Technology Center']","['Bangkok', 'Bangkok', 'Bangkok', 'Pathumthani']","['Thailand', 'Thailand', 'Thailand', 'Thailand']","['information systems', 'knowledge management ']","['information systems applications', 'knowledge acquisition', 'information storage and retrieval']","['communications applications', 'online information services']"
018-08-0993,Establishing Knowledge Networks via Analysis of Research Abstracts,"['fuzzy cognitive maps', 'knowledge networks']",Research Article,special,18.0,8.0,"['Mahalakshmi G. Suryanarayanan', 'Dilip S. Sam', 'Sendhilkumar Selvaraju']","['Anna University', 'Anna University', 'Anna University']","['Chennai', 'Chennai', 'Chennai']","['India', 'India', 'India']",['information systems'],['information storage and retrieval'],"['information search and retrieval', 'digital libraries']"
018-08-1022,Beating Social Pulse: Understanding Information Propagation via Online Social Tagging Systems,"['social pulse', 'social tagging', 'information propagation', 'inducibility']",Research Article,special,18.0,8.0,"['Xuan Hau Pham', 'Jason J. Jung', 'Dosam Hwang']","['Yeungnam University', 'Yeungnam University', 'Yeungnam University']","['Gyeongsan', 'Gyeongsan', 'Gyeongsan']","['Korea', 'Korea', 'Korea']","['information systems', 'computing methodologies']","['information storage and retrieval', 'artificial intelligence', 'models and principles']","['systems and information theory', 'distributed artificial intelligence', 'online information services']"
018-08-1032,Automatic Tag Attachment Scheme based on Text Clustering for Efficient File Search in Unstructured Peer-to-Peer File Sharing Systems,"['P2P system', 'text clustering', 'automatic tag attachment', 'K-DMeans', 'TFIDCF']",Research Article,special,18.0,8.0,"['Ting Ting Qin', 'Satoshi Fujita']","['Hiroshima University', 'Hiroshima University']","['Hiroshima', 'Hiroshima']","['Japan', 'Japan']",['information systems'],['information storage and retrieval'],"['content analysis and indexing', 'information search and retrieval', 'information storage']"
018-08-1048,"Modeling, Mining and Analysis of Multi-Relational Scientific Social Network","['knowledge flow', 'Multi-relational Scientific Social Network Analysis', 'Max Flow Grouping Algorithm', 'weighted relationships']",Research Article,special,18.0,8.0,"['Victor Ströele', 'Geraldo Zimbrão', 'Jano M. Souza']","['Federal University of Rio de Janeiro', 'Federal University of Rio de Janeiro', 'Federal University of Rio de Janeiro']","['Rio de Janeiro', 'Rio de Janeiro', 'Rio de Janeiro']","['Brazil', 'Brazil', 'Brazil']","['computing milieux', 'computer applications', 'science and technology of learning']","['computers and society', 'society/community ', 'knowledge and media', 'administrative data processing', 'social and behavioral sciences']","['organizational impacts', 'social issues', ' knowledge construction/representation', 'learning networks ', 'collaboration ']"
018-09-1069,Internet of Things,[],Editorial,special,18.0,9.0,"['Daqiang Zhang', 'Huansheng Ning', 'Kevin\xa0S. Xu', 'Feiyu Lin', 'Laurence\xa0T. Yang']","['Nanjing\xa0Normal\xa0University', 'Beihang\xa0University', 'Changzhou\xa0University', 'Jönköping\xa0University', 'St.\xa0Francis\xa0Xavier\xa0University']","['Nanjing', 'Beijing', 'Changzhou', 'Jönköping', 'Vancouver']","['China', 'China', 'China', 'Sweden', 'Canada']",[],[],[]
018-09-1072,A Metropolitan Taxi Mobility Model from Real GPS Traces,"['Vehicular Ad Hoc Network', 'Mobility Model', 'Taxi GPS Data']",Research Article,special,18.0,9.0,"['Hongyu Huang', 'Daqiang Zhang', 'Yanmin Zhu', 'Minglu Li', 'Min-You Wu']","['Chongqing University', 'Nanjing Normal University', 'Shanghai Jiao Tong University', 'Shanghai Jiao Tong University', 'Shanghai Jiao Tong University']","['Chongqing', 'Nanjing', 'Shanghai', 'Shanghai', 'Shanghai']","['China', 'China', 'China', 'China', 'China']",['computer systems organization'],['computer-communication networks'],['miscellaneous ']
018-09-1093,Context-based Ontology Matching: Concept and Application Cases,"['Internet of Things', 'context-aware computing', 'ontology matching']",Research Article,special,18.0,9.0,"['Feiyu Lin', 'Kurt Sandkuhl', 'Shoukun Xu']","['Changzhou University', 'Rostock University', 'Changzhou University']","['Changzhou', 'Rostock', 'Changzhou']","['P.R.China', 'Germany', 'P.R.China']","['information systems', 'knowledge management ']","['knowledge retrieval', 'knowledge modeling', 'information storage and retrieval', 'knowledge personalization and customization']","['information search and retrieval', 'information storage']"
018-09-1112,Directed Path Based Authentication Scheme for the Internet of Things,"['Internet of things', 'security', 'authentication protocol', 'directed path']",Research Article,special,18.0,9.0,"['Huansheng Ning', 'Hong Liu', 'Qing Liu', 'Genlin Ji']","['Beihang University', 'Beihang University', 'Nanjing Normal University', 'Nanjing Normal University']","['Beijing', 'Beijing', 'Nanjing', 'Nanjing']","['China', 'China', 'China', 'China']","['computer systems organization', 'computing milieux']","['computer-communication networks', 'management of computing and information systems']","['security and protection', 'network protocols']"
018-09-1132,Goal-Driven Process Navigation for Individualized Learning Activities in Ubiquitous Networking and IoT Environments,[],Research Article,special,18.0,9.0,"['Jian Chen', 'Qun Jin', 'Runhe Huang']","['Waseda University', 'Waseda University', 'Hosei University']","['Tokorozawa', 'Tokorozawa', 'Tokyo']","['Japan', 'Japan', 'Japan']","['information systems', 'science and technology of learning']","['learning', 'information storage and retrieval']","['content analysis and indexing', 'information search and retrieval', 'adaption/adaptive elearning ', 'online information services']"
018-09-1152,Localized Processing and Analysis of Accelerometer Data in Detecting Traffic Events and Driver Behaviour,"['traffic information systems', 'extended floating car data', 'accelerometer data', 'vehicle tracking']",Research Article,special,18.0,9.0,"['Bratislav Predic', 'Dragan Stojanovic']","['University of Nis', 'University of Nis']","['Nis', 'Nis']","['Serbia', 'Serbia']",['information systems'],"['information storage and retrieval', 'information systems applications', 'models and principles']","['communications applications', 'user/machine systems', 'online information services']"
018-09-1177,Low Complexity H.264/AVC Intraframe Coding for Wireless Multimedia Sensor Network,"['wireless multimedia sensor', 'H.264/AVC', 'intraframe coding', 'complexity']",Research Article,special,18.0,9.0,"['Xingang Liu', 'Jiantan Liu', 'Kook-Yeol Yoo', 'Haengrae Cho']","['University of Electronic Science and Technology of China', 'Yeungnam University', 'Yeungnam University', 'Yeungnam University']","['Chengdu', 'Kyungsan', 'Kyungsan', 'Kyungsan']","['China', 'South Korea', 'South Korea', 'South Korea']","['information systems', 'computing methodologies', 'data']","['simulation and modeling', 'image processing and computer vision', 'information interfaces and presentation (e.g., hci)', 'coding and information theory']","['compression (coding)', 'multimedia information systems', 'applications', 'simulation output analysis']"
018-09-1194,Network Planning for WiMAX-R Networks,"['IEEE 802.16e', 'mobile WiMAX', 'railway', 'network planning']",Research Article,special,18.0,9.0,"['Qiang Liu', 'Min Chen', 'Jie Zhang', 'Bingwen Shen', 'Zhong Chu']","['Beijing Jiaotong University', 'Seoul National University', 'Beijing Jiaotong University', 'Beijing Jiaotong University', 'Beijing Jiaotong University']","['Beijing', 'Seoul', 'Beijing', 'Beijing', 'Beijing']","['China', 'Korea', 'China', 'China', 'China']",['computer systems organization'],['computer-communication networks'],"['local and wide-area networks', 'network architecture and design']"
018-09-1218,Security-enhanced Search Engine Design in Internet of Things,"['Internet of Things', 'mobile computing', 'security', 'elliptic curve cryptography']",Research Article,special,18.0,9.0,"['Xiaojun Qian', 'Xiaoping Che']","['Nanjing Normal University', 'Evry University']","['Nanjing', 'Paris']","['China', 'France']","['information systems', 'computer applications']","['computer-aided engineering', 'information storage and retrieval']","['information search and retrieval', 'content analysis and indexing']"
018-10-1236,Managing Editor's Column,[],Editorial,regular,18.0,10.0,['Christian Gütl'],['Graz University of Technology'],['Graz'],['Austria'],[],[],[]
018-10-1238,The Method of Logistic Optimization in E-commerce,[],Research Article,regular,18.0,10.0,"['Robert Bucki', 'Petr Suchanek']","['The College of Informatics and Management in Bielsko-Biała', 'Silesian University in Opava']","['Bielsko-Biała', 'Opava']","['Poland', 'Czech Republic']","['information systems', 'computer systems organization', 'computing methodologies']","['performance of systems', 'information systems applications', 'models and principles', 'simulation and modeling']","['types of systems', 'types of simulation', 'systems and information theory']"
018-10-1259,Web-based Environment for Learning Discrete Event Simulation,"['Web-based simulation', 'learning simulation', 'simulation model web repository', 'discrete event simulation', 'e-learning system', 'Moodle']",Research Article,regular,18.0,10.0,"['Marijana Despotović-Zrakić', 'Dusan Barać', 'Zorica Bogdanović', 'Branislav Jovanić', 'Božidar Radenković']","['University of Belgrade', 'University of Belgrade', 'University of Belgrade', 'University of Belgrade', 'University of Belgrade']","['Belgrade', 'Belgrade', 'Belgrade', 'Belgrade', 'Belgrade']","['Serbia', 'Serbia', 'Serbia', 'Serbia', 'Serbia']","['science and technology of learning', 'computing milieux']","['computers and education', 'methodology/tools/technology']","['computer uses in education', 'computer and information science education']"
018-10-1279,Automating the Analysis of Problem-solving Activities in Learning Environments: the Co-Lab Case Study,"['computer-supported learning environments', 'analysis of problem-solving activities', 'model-driven development', 'visual languages']",Research Article,regular,18.0,10.0,"['Rafael Duque', 'Lars Bollen', 'Anjo Anjewierden', 'Crescencio Bravo']","['University of Cantabria', 'University of Twente', 'University of Twente', 'University of Castilla-La Mancha']","['Santander', 'Enschede', 'Enschede', 'Ciudad Real']","['Spain', 'The Netherlands', 'The Netherlands', 'Spain']",['science and technology of learning'],"['assesment/evaluation/meaurement', 'methodology/tools/technology']","['learning processes ', 'assessment and evaluation']"
018-10-1308,Usability Evaluation Methods for a Scientific Internet Information Portal,"['usability engineering', 'user experience questionnaire UEQ', 'Kano model']",Research Article,regular,18.0,10.0,"['Jens Hellmers', 'Jörg Thomaschewski', 'Eva-Maria Holt', 'Thomas Wriedt']","['University of Bremen', 'University of Applied Sciences Emden/Leer', '(SEVEN PRINCIPLES', 'University of Bremen']","['Bremen', 'Emden', 'Ratingen', 'Bremen']","['Germany', 'Germany', 'Germany', 'Germany']",['information systems'],"['information interfaces and presentation (e.g., hci)']",['user interfaces']
018-10-1323,Product Presentation Strategy for Online Customers,"['online product presentation', 'e-commerce', 'multimedia presentation']",Research Article,registered,18.0,10.0,"['Marija Jovic', 'Dusan Milutinovic', 'Anton Kos', 'Saso Tomazic']","['University of Belgrade', 'Hemofarm Group', 'University of Ljubljana', 'University of Ljubljana']","['Belgrade', 'Belgrade', 'Ljubljana', 'Ljubljana']","['Serbia', 'Serbia', 'Slovenia', 'Slovenia']","['information systems', 'computing milieux', 'computer applications']","['information systems applications', 'computers and society', 'social and behavioral sciences']","['general', 'electronic commerce', 'social issues']"
018-10-1343,A General Qualitative Spatio-Temporal Model Based on Intervals,"['qualitative models', 'comonsense reasoning', 'spatial reasoning']",Research Article,regular,18.0,10.0,"['Ester Martínez-Martín', 'M. Teresa Escrig', 'Angel P. del Pobil']","['Jaume-I University', 'Jaume-I University', 'Jaume-I University']","['Castellón', 'Castellón', 'Castellón']","['Spain', 'Spain', 'Spain']",['computing methodologies'],['artificial intelligence'],[]
018-10-1379,BDI Agent Architecture for Multi-Strategy Selection in Automated Negotiation,"['automated negotiation', 'negotiation agent', 'multi-agent system', 'belief-desire-intention model', 'agent architecture', 'risk taking']",Research Article,special,18.0,10.0,"['Cao Mukun', 'Melody Y. Kiang']","['Xiamen University', 'California State University']","['Xiamen', 'Long Beach']","['China', 'USA']","['computing milieux', 'computing methodologies']","['computers and society', 'artificial intelligence']","['distributed artificial intelligence', 'electronic commerce']"
018-11-1405,"Some Reflections about Service Oriented Architectures, Cloud Computing Applications, Services and Interoperability",[],Editorial,special,18.0,11.0,"['Francisco J. García-Peñalvo', 'Marc Alier Forment', 'Miltiadis D. Lytras']","['University of Salamanca', 'UPC Universitat Politècnica de Catalunya Barcelona-Tech', 'The American College of Greece']","['Salamanca', 'Barcelona', 'Gerakas']","['Spain', 'Spain', 'Greece']",[],[],[]
018-11-1410,A Simple Model Based on Web Services to Exchange Context Information between Web Browsers and Web Applications,"['Web applications', 'Web services', 'Web browser', 'Mobile devices', 'smartphone']",Research Article,special,18.0,11.0,"['Jordán Pascual Espada', 'Oscar Sanjuán Martínez', 'B. Cristina Pelayo G-Bustelo', 'Juan Manuel Cueva Lovelle', 'Patricia Ordóñez de Pablos']","['University of Oviedo', 'University Carlos III of Madrid', 'University of Oviedo', 'University of Oviedo', 'University of Oviedo']","['Oviedo', 'Madrid', 'Oviedo', 'Oviedo', 'Oviedo']","['Spain', 'Spain', 'Spain', 'Spain', 'Spain']",['information systems'],"['information systems applications', 'information storage and retrieval', 'information interfaces and presentation (e.g., hci)']","['general', 'hypertext/hypermedia', 'online information services']"
018-11-1432,The Wookie Widget Server: a Case Study of Piecemeal Integration of Tools and Services,"['Interoperability', 'Wookie', 'Widget', 'specification', 'W3C', 'Apache', 'IMS Learning Design', 'Mobile', 'Mash-up', 'personal learning environment']",Research Article,special,18.0,11.0,"['David Griffiths', 'Mark Johnson', 'Kris Popat', 'Paul Sharples', 'Scott Wilson']","['University of Bolton', 'University of Bolton', 'University of Bolton', 'University of Bolton', 'University of Bolton']","['Bolton', 'Bolton', 'Bolton', 'Bolton', 'Bolton']","['United Kingdom', 'United Kingdom', 'United Kingdom', 'United Kingdom', 'United Kingdom']",['information systems'],"['information storage and retrieval', 'information systems applications', 'models and principles']","['information search and retrieval', 'office automation', 'types of systems', 'user/machine systems']"
018-11-1454,Orchestration of E-Learning Services for Automatic Evaluation of Programming Exercises,"['e-Learning', 'interoperability', 'service oriented architectures']",Research Article,special,18.0,11.0,"['Ricardo Queirós', 'José Paulo Leal']","['CRACS & INESC-Porto LA & DI-ESEIG/IPP', 'University of Porto']","['Porto', 'Porto']","['Portugal', 'Portugal']","['science and technology of learning', 'software']","['programming languages', 'knowledge and media', 'methodology/tools/technology']","['technology enhanced learning ', 'elearning systems/technology/tools/platforms  ', 'learning objects ']"
018-11-1483,Docs4Learning: Getting Google Docs to work within the LMS with IMS BLTI,"['LMS', 'Google Docs', 'interoperability', 'eLearning', 'software as a service', 'cloud computing', 'VLE', 'PLE']",Research Article,special,18.0,11.0,"['Marc Alier Forment', 'María José Casany', 'Enric Mayol', 'Jordi Piguillem', 'Nikolas Galanis', 'Francisco J. García-Peñalvo', 'Miguel Ángel Conde']","['UPC Universitat Politècnica de Catalunya Barcelona-Tech', 'UPC Universitat Politècnica de Catalunya Barcelona-Tech', 'UPC Universitat Politècnica de Catalunya Barcelona-Tech', 'UPC Universitat Politècnica de Catalunya Barcelona-Tech', 'UPC Universitat Politècnica de Catalunya Barcelona-Tech', '(USAL Universidad de Salamanca']","['Barcelona', 'Barcelona', 'Barcelona', 'Barcelona', 'Salamanca', 'Salamanca', 'Salamanca']","['Spain', 'Spain', 'Spain', 'Spain', 'Spain', 'Spain', 'Spain']","['science and technology of learning', 'software', 'computing milieux']","['general', 'software engineering', 'computers and education', 'methodology/tools/technology', 'learning']","['technology enhanced learning ', 'innovation ', 'adaption/adaptive elearning ', 'software architectures', 'interoperability', 'design tools and techniques', 'online education ', 'elearning systems/technology/tools/platforms  ', 'computer uses in education']"
018-11-1501,Design Choices Underlying the Software as a Service (SaaS) Business Model from the User Perspective: Exploring the Fourth Wave of Outsourcing,"['cloud computing', 'SaaS', 'software as a Service', 'business model', 'design choices', 'sourcing']",Research Article,special,18.0,11.0,"['Anton Joha', 'Marijn Janssen']","['EquaTerra', 'Delft University of Technology']","['London', 'Delft']","['United Kingdom', 'The Netherlands']",['information systems'],"['general', 'information systems applications', 'models and principles']",[]
018-11-1523,Utilization-level and Serviceability of a Social Name-card Portal for QoS in a Cloud Social Networking Service,"['Social Web', 'name card', 'QoS', 'utilization level', 'serviceability', 'cloud', 'SNS']",Research Article,special,18.0,11.0,['Yung Bok Kim'],['Sejong University'],['Seoul'],['Korea'],['information systems'],"['information storage and retrieval', 'information systems applications', 'models and principles', 'information interfaces and presentation (e.g., hci)']",[]
018-11-1544,Human and Intellectual Capital Management in the Cloud: Software Vendor Perspective,"['information systems development', 'cloud computing', 'software as a service', 'software vendors']",Research Article,special,18.0,11.0,"['Ricardo Colomo-Palacios', 'Eduardo Fernandes', 'Marc Sabbagh', 'Antonio de Amescua Seco']","['Universidad Carlos III de Madrid', 'Meta4', 'Universidad Carlos III de Madrid']","['Madrid', 'Sao Paulo', 'Asnières sur Seine', 'Madrid']","['Spain', 'Brazil', 'France', 'Spain']","['information systems', 'computer systems organization', 'software', 'computing milieux']","['software engineering', 'special-purpose and application-based systems', 'information systems applications', 'management of computing and information systems']","['software management', 'software architectures', 'office automation', 'interoperability', 'project and people management']"
018-11-1558,Interoperability Framework for Multimodal Biometry: Open Source in Action,"['interoperability', 'multimodal biometry', 'open source', 'framework', 'security']",Research Article,special,18.0,11.0,"['Miloš Milovanović', 'Miroslav Minović', 'Starčević Dušan']","['University of Belgrade', 'University of Belgrade', 'University of Belgrade']","['Belgrade', 'Belgrade', 'Belgrade']","['Serbia', 'Serbia', 'Serbia']","['software', 'computing milieux']","['software engineering', 'management of computing and information systems']","['security and protection', 'software architectures', 'reusable software', 'interoperability']"
018-11-1576,Towards a Practical Solution for Data Grounding in a Semantic Web Services Environment,"['service-oriented architectures', 'web services', 'cloud computing', 'semantic web', 'ontologies', 'data grounding', 'semantic web services', 'interoperability', 'mapping languages']",Research Article,special,18.0,11.0,"['Miguel García Rodríguez', 'Jose María Alvarez Rodríguez', 'Diego Berrueta Muñoz', 'Luis Polo Paredes', 'Jose Emilio Labra Gayo', 'Patricia Ordóñez de Pablos']","['University of Oviedo', 'University of Oviedo', 'Fundacion CTIC', 'Fundacion CTIC', 'University of Oviedo', 'University of Oviedo']","['Oviedo', 'Oviedo', 'Gijon', 'Gijon', 'Oviedo', 'Oviedo']","['Spain', 'Spain', 'Spain', 'Spain', 'Spain', 'Spain']","['information systems', 'computing methodologies', 'mathematics of computing']","['artificial intelligence', 'information storage and retrieval', 'discrete mathematics']","['knowledge representation formalisms and methods', 'graph theory', 'online information services']"
018-12-1598,An Overview of Current Information Systems Security Challenges and Innovations,[],Editorial,special,18.0,12.0,"['Daniel Mellado', 'David G. Rosado']","['Rey Juan Carlos University', 'University of Castilla-La Mancha']","['Madrid', 'Ciudad Real']","['Spain', 'Spain']",[],[],[]
018-12-1608,Aligning Security and Privacy to Support the Development of Secure Information Systems,"['security', 'privacy', 'constraints', 'goal modelling', 'meta-model']",Research Article,special,18.0,12.0,"['Haralambos Mouratidis', 'Christos Kalloniatis', 'Shareeful Islam', 'Marc-Philippe Huget', 'Stefanos Gritzalis']","['University of East London', 'University of the Aegean', 'University of East London', 'University of Savoie', 'University of the Aegean']","['London', 'Mytilene', 'London', 'Annecy-Chambéry', 'Mytilene']","['United Kingdom', 'Greece', 'United Kingdom', 'France', 'Greece']","['information systems', 'software', 'computing milieux']","['software engineering', 'models and principles', 'management of computing and information systems']","['security and protection', 'requirements/specifications', 'design tools and techniques']"
018-12-1628,Information Security Service Culture - Information Security for End-users,"['information security service culture', 'ISSC', 'Information security culture', 'culture', 'information security management']",Research Article,special,18.0,12.0,"['Rahul Rastogi', 'Rossouw von Solms']","['Nelson Mandela Metropolitan University', 'Nelson Mandela Metropolitan University']","['Port Elizabeth', 'Port Elizabeth']","['South Africa', 'South Africa']",['information systems'],"['information storage and retrieval', 'information interfaces and presentation (e.g., hci)']","['multimedia information systems', 'content analysis and indexing', 'information search and retrieval', 'digital libraries', 'information storage']"
018-12-1643,A Novel Identity-based Network Architecture for Next Generation Internet,"['Next Generation Internet', 'identity', 'privacy', 'overlay networks']",Research Article,special,18.0,12.0,"['Pedro Martinez-Julia', 'Antonio F. Gómez-Skarmeta']","['University of Murcia', 'University of Murcia']","['Murcia', 'Murcia']","['Spain', 'Spain']","['computer systems organization', 'computing milieux']","['computer-communication networks', 'management of computing and information systems']","['security and protection', 'internetworking', 'network architecture and design', 'network protocols']"
018-12-1662,Analysing the Security Risks of Cloud Adoption Using the SeCA Model: A Case Study,"['SeCA model', 'cloud security', 'cloud computing', 'case study', 'information security']",Research Article,special,18.0,12.0,"['Thijs Baars', 'Marco Spruit']","['Utrecht University', 'Utrecht University']","['Utrecht', 'Utrecht']","['The Netherlands', 'The Netherlands']",['information systems'],"['information storage and retrieval', 'information interfaces and presentation (e.g., hci)', 'database management']","['hypertext/hypermedia', 'digital libraries']"
018-12-1679,Risk-Driven Security Metrics in Agile Software Development - An Industrial Pilot Study,"['security metrics', 'risk analysis', 'agile SW development']",Research Article,special,18.0,12.0,"['Reijo M. Savola', 'Christian Frühwirth', 'Ari Pietikäinen']","['VTT Technical Research Centre of Finland', 'Aalto University', 'Ericsson Finland']","['Oulu', 'Espoo', 'Kirkkonummi']","['Finland', 'Finland', 'Finland']",['software'],['software engineering'],"['management', 'metrics', 'design tools and techniques']"
018-12-1703,HC+: Towards a Framework for Improving Processes in Health Organizations by Means of Security and Data Quality Management,"['Health Management Information System (HMIS or HIS)', 'quality health information', 'security health information', 'software engineering', 'security', 'quality', 'HIS', 'Personal Health Record (PHR)', 'ElectroniccHealth Record (EHR)']",Research Article,special,18.0,12.0,"['Ismael Caballero', 'Luis Enrique Sánchez', 'Alberto Freitas', 'Eduardo Fernández-Medina']","['University of Castilla-La Mancha', 'SICAMAN NT.', 'Universidade do Porto', 'University of Castilla-La Mancha']","['Ciudad Real', 'Ciudad Real', 'Porto', 'Ciudad Real']","['Spain', 'Spain', 'Portugal', 'Spain']","['science and technology of learning', 'computing milieux']","['security/trust', 'management of computing and information systems']",['security and protection']
018-12-1721,The Modelling of a Digital Forensic Readiness Approach for Wireless Local Area Networks,"['wireless local area network', 'digital forensics', 'digital forensic readiness', 'access point', 'digital forensic process', 'cyber forensic experts', 'hash value', 'digital evidence', 'traffic']",Research Article,special,18.0,12.0,"['Sipho Ngobeni', 'Hein Venter', 'Ivan Burke']","['Council for Scientific and Industrial Research', 'University of Pretoria', 'Council for Scientific and Industrial Research']","['Pretoria', 'Pretoria', 'Pretoria']","['South Africa', 'South Africa', 'South Africa']",['information systems'],"['information storage and retrieval', 'information interfaces and presentation (e.g., hci)']","['multimedia information systems', 'content analysis and indexing', 'information search and retrieval', 'digital libraries', 'information storage']"
018-12-1741,New Results of Related-key Attacks on All Py-Family of Stream Ciphers,"['cryptanalysis', 'related-key attack', 'distinguishing attack', 'Py-family of stream ciphers', 'TRCR-32', 'TRCR-64']",Research Article,special,18.0,12.0,"['Lin Ding', 'Jie Guan', 'Wen-long Sun']","['Information Science and Technology Institute', 'Information Science and Technology Institute', 'Information Science and Technology Institute']","['Zhengzhou', 'Zhengzhou', 'Zhengzhou']","['China', 'China', 'China']","['software', 'computing milieux', 'data']","['operating systems', 'management of computing and information systems', 'data encryption']",['security and protection']
018-13-1757,Recent Advances in Bio-Inspired Computing: Theory and Applications,[],Editorial,special,18.0,13.0,"['Atulya K. Nagar', 'T. Robinson']","['Liverpool Hope University', 'Madras Christian College']","['Liverpool', 'Chennai']","['United Kingdom', 'India']",[],[],[]
018-13-1760,A Variant of Distributed P Systems for Real Time Cross Layer Optimization,"['membrane computing', 'distributed P systems', 'particle swarm optimisation', 'cross layer optimisation']",Research Article,special,18.0,13.0,"['Susan Elias', 'Vanaja Gokul', 'Kamala Krithivasan', 'Marian Gheorghe', 'Gexiang Zhang']","['Sri Venkateswara College of Engineering', 'Sri Venkateswara College of Engineering', 'Indian Institute of Technology Madras', 'University of Sheffield', 'Southwest Jiaotong University']","['Chennai', 'Chennai', 'Chennai', 'Sheffield', 'Sichuan']","['India', 'India', 'India', 'United Kingdom', 'China']",['information systems'],['models and principles'],[]
